result/tencentBlock.ns4431.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      181, 4007299 req, miss ratio 0.3359, byte miss ratio 0.3359
result/tencentBlock.ns4431.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      544, 4007299 req, miss ratio 0.2955, byte miss ratio 0.2955
result/tencentBlock.ns4431.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     1814, 4007299 req, miss ratio 0.2699, byte miss ratio 0.2699
result/tencentBlock.ns4431.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     5442, 4007299 req, miss ratio 0.2324, byte miss ratio 0.2324
result/tencentBlock.ns4431.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    18140, 4007299 req, miss ratio 0.2075, byte miss ratio 0.2075
result/tencentBlock.ns4431.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    36280, 4007299 req, miss ratio 0.1741, byte miss ratio 0.1741
result/tencentBlock.ns4431.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    72560, 4007299 req, miss ratio 0.1332, byte miss ratio 0.1332
result/tencentBlock.ns4431.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   145120, 4007299 req, miss ratio 0.0505, byte miss ratio 0.0505
result/tencentBlock.ns4431.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      181, 4007299 req, miss ratio 0.3341, byte miss ratio 0.3341
result/tencentBlock.ns4431.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      544, 4007299 req, miss ratio 0.2948, byte miss ratio 0.2948
result/tencentBlock.ns4431.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     1814, 4007299 req, miss ratio 0.2682, byte miss ratio 0.2682
result/tencentBlock.ns4431.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     5442, 4007299 req, miss ratio 0.2303, byte miss ratio 0.2303
result/tencentBlock.ns4431.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    18140, 4007299 req, miss ratio 0.2094, byte miss ratio 0.2094
result/tencentBlock.ns4431.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    36280, 4007299 req, miss ratio 0.1742, byte miss ratio 0.1742
result/tencentBlock.ns4431.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    72560, 4007299 req, miss ratio 0.1354, byte miss ratio 0.1354
result/tencentBlock.ns4431.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   145120, 4007299 req, miss ratio 0.0505, byte miss ratio 0.0505
result/tencentBlock.ns4431.oracleGeneral.bin                             FIFO cache size      181, 4007299 req, miss ratio 0.4501, byte miss ratio 0.4501
result/tencentBlock.ns4431.oracleGeneral.bin                             FIFO cache size      544, 4007299 req, miss ratio 0.3422, byte miss ratio 0.3422
result/tencentBlock.ns4431.oracleGeneral.bin                             FIFO cache size     1814, 4007299 req, miss ratio 0.3026, byte miss ratio 0.3026
result/tencentBlock.ns4431.oracleGeneral.bin                             FIFO cache size     5442, 4007299 req, miss ratio 0.2729, byte miss ratio 0.2729
result/tencentBlock.ns4431.oracleGeneral.bin                             FIFO cache size    18140, 4007299 req, miss ratio 0.2375, byte miss ratio 0.2375
result/tencentBlock.ns4431.oracleGeneral.bin                             FIFO cache size    36280, 4007299 req, miss ratio 0.2124, byte miss ratio 0.2124
result/tencentBlock.ns4431.oracleGeneral.bin                             FIFO cache size    72560, 4007299 req, miss ratio 0.1463, byte miss ratio 0.1463
result/tencentBlock.ns4431.oracleGeneral.bin                             FIFO cache size   145120, 4007299 req, miss ratio 0.0649, byte miss ratio 0.0649
result/tencentBlock.ns4431.oracleGeneral.bin                              LRU cache size      181, 4007299 req, miss ratio 0.3568, byte miss ratio 0.3568
result/tencentBlock.ns4431.oracleGeneral.bin                              LRU cache size      544, 4007299 req, miss ratio 0.3079, byte miss ratio 0.3079
result/tencentBlock.ns4431.oracleGeneral.bin                              LRU cache size     1814, 4007299 req, miss ratio 0.2872, byte miss ratio 0.2872
result/tencentBlock.ns4431.oracleGeneral.bin                              LRU cache size     5442, 4007299 req, miss ratio 0.2609, byte miss ratio 0.2609
result/tencentBlock.ns4431.oracleGeneral.bin                              LRU cache size    18140, 4007299 req, miss ratio 0.2266, byte miss ratio 0.2266
result/tencentBlock.ns4431.oracleGeneral.bin                              LRU cache size    36280, 4007299 req, miss ratio 0.2025, byte miss ratio 0.2025
result/tencentBlock.ns4431.oracleGeneral.bin                              LRU cache size    72560, 4007299 req, miss ratio 0.1625, byte miss ratio 0.1625
result/tencentBlock.ns4431.oracleGeneral.bin                              LRU cache size   145120, 4007299 req, miss ratio 0.0478, byte miss ratio 0.0478
result/tencentBlock.ns4431.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size      181, 4007299 req, miss ratio 0.3340, byte miss ratio 0.3340
result/tencentBlock.ns4431.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size      544, 4007299 req, miss ratio 0.2891, byte miss ratio 0.2891
result/tencentBlock.ns4431.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size     1814, 4007299 req, miss ratio 0.2655, byte miss ratio 0.2655
result/tencentBlock.ns4431.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size     5442, 4007299 req, miss ratio 0.2327, byte miss ratio 0.2327
result/tencentBlock.ns4431.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    18140, 4007299 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns4431.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    36280, 4007299 req, miss ratio 0.1736, byte miss ratio 0.1736
result/tencentBlock.ns4431.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size    72560, 4007299 req, miss ratio 0.1314, byte miss ratio 0.1314
result/tencentBlock.ns4431.oracleGeneral.bin                 S3FIFOd-Clock2-1 cache size   145120, 4007299 req, miss ratio 0.0483, byte miss ratio 0.0483
result/tencentBlock.ns4431.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size      181, 4007299 req, miss ratio 0.3312, byte miss ratio 0.3312
result/tencentBlock.ns4431.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size      544, 4007299 req, miss ratio 0.2911, byte miss ratio 0.2911
result/tencentBlock.ns4431.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     1814, 4007299 req, miss ratio 0.2656, byte miss ratio 0.2656
result/tencentBlock.ns4431.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     5442, 4007299 req, miss ratio 0.2327, byte miss ratio 0.2327
result/tencentBlock.ns4431.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    18140, 4007299 req, miss ratio 0.2093, byte miss ratio 0.2093
result/tencentBlock.ns4431.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    36280, 4007299 req, miss ratio 0.1739, byte miss ratio 0.1739
