result/tencentBlock.ns4672.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      191, 1149143 req, miss ratio 0.4970, byte miss ratio 0.4970
result/tencentBlock.ns4672.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      573, 1149143 req, miss ratio 0.4914, byte miss ratio 0.4914
result/tencentBlock.ns4672.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     1911, 1149143 req, miss ratio 0.4879, byte miss ratio 0.4879
result/tencentBlock.ns4672.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size     5735, 1149143 req, miss ratio 0.4872, byte miss ratio 0.4872
result/tencentBlock.ns4672.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    19119, 1149143 req, miss ratio 0.4283, byte miss ratio 0.4283
result/tencentBlock.ns4672.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    38239, 1149143 req, miss ratio 0.3611, byte miss ratio 0.3611
result/tencentBlock.ns4672.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size    76479, 1149143 req, miss ratio 0.2400, byte miss ratio 0.2400
result/tencentBlock.ns4672.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size   152959, 1149143 req, miss ratio 0.1685, byte miss ratio 0.1685
result/tencentBlock.ns4672.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      191, 1149143 req, miss ratio 0.4961, byte miss ratio 0.4961
result/tencentBlock.ns4672.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size      573, 1149143 req, miss ratio 0.4910, byte miss ratio 0.4910
result/tencentBlock.ns4672.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     1911, 1149143 req, miss ratio 0.4877, byte miss ratio 0.4877
result/tencentBlock.ns4672.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size     5735, 1149143 req, miss ratio 0.4872, byte miss ratio 0.4872
result/tencentBlock.ns4672.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    19119, 1149143 req, miss ratio 0.4219, byte miss ratio 0.4219
result/tencentBlock.ns4672.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    38239, 1149143 req, miss ratio 0.3588, byte miss ratio 0.3588
result/tencentBlock.ns4672.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size    76479, 1149143 req, miss ratio 0.2392, byte miss ratio 0.2392
result/tencentBlock.ns4672.oracleGeneral.bin                  S5FIFO-0.1000-2 cache size   152959, 1149143 req, miss ratio 0.1685, byte miss ratio 0.1685
result/tencentBlock.ns4672.oracleGeneral.bin                             FIFO cache size      191, 1149143 req, miss ratio 0.5671, byte miss ratio 0.5671
result/tencentBlock.ns4672.oracleGeneral.bin                             FIFO cache size      573, 1149143 req, miss ratio 0.5154, byte miss ratio 0.5154
result/tencentBlock.ns4672.oracleGeneral.bin                             FIFO cache size     1911, 1149143 req, miss ratio 0.4968, byte miss ratio 0.4968
result/tencentBlock.ns4672.oracleGeneral.bin                             FIFO cache size     5735, 1149143 req, miss ratio 0.4906, byte miss ratio 0.4906
result/tencentBlock.ns4672.oracleGeneral.bin                             FIFO cache size    19119, 1149143 req, miss ratio 0.4565, byte miss ratio 0.4565
result/tencentBlock.ns4672.oracleGeneral.bin                             FIFO cache size    38239, 1149143 req, miss ratio 0.4232, byte miss ratio 0.4232
result/tencentBlock.ns4672.oracleGeneral.bin                             FIFO cache size    76479, 1149143 req, miss ratio 0.2759, byte miss ratio 0.2759
result/tencentBlock.ns4672.oracleGeneral.bin                             FIFO cache size   152959, 1149143 req, miss ratio 0.1922, byte miss ratio 0.1922
result/tencentBlock.ns4672.oracleGeneral.bin                              LRU cache size      191, 1149143 req, miss ratio 0.5025, byte miss ratio 0.5025
result/tencentBlock.ns4672.oracleGeneral.bin                              LRU cache size      573, 1149143 req, miss ratio 0.4912, byte miss ratio 0.4912
result/tencentBlock.ns4672.oracleGeneral.bin                              LRU cache size     1911, 1149143 req, miss ratio 0.4892, byte miss ratio 0.4892
result/tencentBlock.ns4672.oracleGeneral.bin                              LRU cache size     5735, 1149143 req, miss ratio 0.4877, byte miss ratio 0.4877
result/tencentBlock.ns4672.oracleGeneral.bin                              LRU cache size    19119, 1149143 req, miss ratio 0.4548, byte miss ratio 0.4548
